,respondent,age,education,activity_work,voted,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,ppltrst,pplfair,pplhlp,atchctr,atcherp,gender,educational_level,political_trust
909,17377.0,85.0,3.0,6.0,1.0,5.0,6.0,7.0,5.0,6.0,5.0,7.0,8.0,7.0,8.0,6.8,6.0,Male,lower_educated,5.25
910,17378.0,17.0,2.0,2.0,2.0,7.0,7.0,9.0,4.0,4.0,7.0,8.0,4.0,5.0,4.0,6.0,5.0,Female,lower_educated,5.5
911,17379.0,19.0,6.0,2.0,3.0,4.0,6.0,6.0,4.0,3.0,4.0,5.0,6.0,6.0,7.0,2.0,2.0,Male,mid_educated,3.75
912,17380.0,50.0,15.0,3.0,3.0,7.0,9.0,10.0,7.0,7.0,5.0,5.0,9.0,9.0,9.0,9.0,5.0,Male,highly_educated,6.5
913,17381.0,78.0,17.0,6.0,1.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0,3.0,9.0,9.0,10.0,8.0,Female,highly_educated,7.25
914,17382.0,37.0,13.6,1.0,3.0,6.8,8.2,8.8,5.0,5.0,5.0,5.0,8.0,4.0,6.0,8.0,8.0,Male,,5.45
915,17383.0,70.0,10.0,1.0,1.0,7.0,8.0,8.0,6.0,6.0,4.0,4.0,7.0,7.0,5.0,2.0,2.0,Male,mid_educated,5.75
916,17384.0,39.0,10.0,5.0,1.0,7.0,7.0,8.0,6.0,5.0,7.0,7.0,8.0,7.0,5.0,3.0,3.0,Female,mid_educated,6.25
917,17385.0,62.0,6.0,5.0,1.0,1.0,7.0,7.0,3.0,3.0,1.0,1.0,5.0,5.0,7.0,8.0,2.0,Female,mid_educated,2.0
918,17386.0,75.0,6.0,6.0,1.0,4.0,7.0,8.0,6.0,6.0,7.0,7.0,9.0,7.0,9.0,7.0,8.0,Male,mid_educated,5.75
919,17387.0,22.0,12.0,2.0,1.0,5.0,8.0,7.0,5.0,4.0,6.0,7.0,7.0,6.0,7.0,8.0,6.0,Female,highly_educated,5.0
920,17388.0,66.0,4.0,6.0,2.0,5.0,7.0,8.0,5.0,4.0,6.0,8.0,5.0,6.0,7.0,8.0,6.0,Female,lower_educated,5.0
921,17389.0,69.0,4.0,6.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,7.0,6.0,6.0,7.0,5.0,Female,lower_educated,0.0
922,17390.0,43.0,16.0,1.0,1.0,7.0,9.0,10.0,5.0,6.0,6.0,8.0,7.0,7.0,4.0,9.0,7.0,Male,highly_educated,6.0
923,17391.0,72.0,10.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,Male,mid_educated,6.0
924,17392.0,27.0,17.0,1.0,1.0,7.0,9.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,Male,highly_educated,7.0
925,17393.0,79.0,14.0,6.0,1.0,7.0,8.0,6.0,7.0,7.0,7.0,5.0,8.0,8.0,6.0,3.0,8.0,Male,highly_educated,7.0
926,17394.0,32.0,4.0,1.0,1.0,3.0,3.0,7.0,3.0,3.0,2.0,6.6,7.0,7.0,3.0,7.0,3.0,Male,lower_educated,2.75
927,17395.0,48.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,Female,lower_educated,0.0
928,17396.0,33.0,16.0,1.0,1.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,4.0,4.0,7.0,6.0,6.0,Female,highly_educated,6.5
929,17397.0,30.0,10.0,4.0,1.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,8.0,8.0,Female,mid_educated,5.25
930,17398.0,51.0,10.0,1.0,1.0,8.0,8.0,9.0,7.0,5.0,5.0,7.0,8.0,7.0,7.0,6.0,6.0,Male,mid_educated,6.25
931,17399.0,75.0,13.0,6.0,1.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,6.0,6.0,5.0,6.0,0.0,Male,highly_educated,3.25
932,17400.0,51.0,16.0,1.0,1.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,7.0,Male,highly_educated,6.0
933,17401.0,35.0,16.0,1.0,2.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,8.0,6.0,Male,highly_educated,7.0
934,17402.0,38.0,10.0,1.0,1.0,8.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,Male,mid_educated,6.75
935,17403.0,68.0,16.0,6.0,1.0,3.0,8.0,7.0,4.0,4.0,5.0,6.0,8.0,7.0,7.0,6.0,8.0,Female,highly_educated,4.0
936,17404.0,83.0,10.0,6.0,1.0,2.0,4.0,7.0,0.0,0.0,0.0,6.0,9.0,9.0,6.0,10.0,7.0,Male,mid_educated,0.5
937,17405.0,53.0,10.0,1.0,1.0,2.0,6.0,8.0,1.0,2.0,2.0,5.4,6.0,7.0,6.0,9.0,6.0,Female,mid_educated,1.75
938,17406.0,19.0,6.0,1.0,3.0,6.0,2.0,7.0,7.0,4.0,7.0,6.0,3.0,2.0,4.0,4.0,5.0,Male,mid_educated,6.0
939,17407.0,82.0,3.0,6.0,1.0,6.0,8.0,9.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,9.0,7.0,Female,lower_educated,6.0
940,17408.0,83.0,2.0,6.0,2.0,5.0,6.0,7.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,9.0,3.0,Male,lower_educated,4.75
941,17409.0,70.0,13.0,6.0,1.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,Female,highly_educated,6.0
942,17410.0,59.0,10.0,1.0,1.0,1.0,7.0,5.0,5.0,5.0,3.0,7.0,7.0,8.0,7.0,4.0,8.0,Male,mid_educated,3.5
943,17411.0,38.0,17.0,1.0,1.0,7.0,8.0,7.0,7.0,7.0,6.0,5.0,6.0,8.0,8.0,8.0,8.0,Male,highly_educated,6.75
944,17412.0,57.0,6.0,1.0,7.0,3.0,0.0,8.0,3.0,0.0,4.0,5.0,0.0,7.0,2.0,8.0,6.0,Female,mid_educated,2.5
945,17413.0,59.0,9.0,1.0,1.0,9.0,9.0,9.0,7.0,8.0,7.0,4.0,6.0,6.0,5.0,9.0,9.0,Male,mid_educated,7.75
946,17414.0,37.0,10.0,1.0,2.0,6.0,7.0,8.0,6.0,6.0,5.4,5.2,8.0,7.0,6.0,8.0,7.0,Female,mid_educated,5.85
947,17415.0,33.0,14.0,1.0,1.0,5.8,6.2,8.0,5.6,5.6,5.4,5.2,7.0,8.0,2.0,9.0,4.0,Female,highly_educated,5.6
948,17416.0,49.2,8.0,1.0,2.0,0.0,2.0,8.0,2.0,2.0,1.0,1.0,6.0,7.0,8.0,2.0,2.0,Male,mid_educated,1.25
949,17417.0,40.0,3.0,1.0,2.0,8.0,5.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,7.0,Female,lower_educated,5.75
950,17418.0,28.0,17.0,1.0,1.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,Male,highly_educated,8.0
951,17419.0,19.0,6.0,1.0,2.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,3.0,Male,mid_educated,6.75
952,17420.0,60.0,10.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,Male,mid_educated,0.0
953,17421.0,63.0,9.0,1.0,2.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,6.0,7.0,4.0,8.0,8.0,Female,mid_educated,4.5
954,17422.0,71.0,17.0,6.0,1.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,8.0,9.0,7.0,8.0,5.0,Female,highly_educated,6.75
955,17423.0,69.0,16.0,6.0,1.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,7.0,7.0,6.0,8.0,7.0,Male,highly_educated,5.25
956,17424.0,20.0,4.0,2.0,1.0,7.0,9.0,10.0,8.0,7.0,7.0,8.0,7.0,9.0,5.0,6.0,8.0,Male,lower_educated,7.25
957,17425.0,71.0,4.0,6.0,1.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,Female,lower_educated,6.75
958,17426.0,66.0,16.0,9.0,1.0,7.0,9.0,9.0,7.0,7.0,7.0,5.0,8.0,8.0,7.0,8.0,8.0,Male,highly_educated,7.0
959,17427.0,66.0,16.0,1.0,1.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,7.0,Male,highly_educated,7.0
960,17428.0,79.0,16.0,6.0,1.0,7.0,6.0,8.0,5.0,5.0,4.0,6.0,7.0,3.0,7.0,9.0,9.0,Male,highly_educated,5.25
961,17429.0,67.0,3.0,8.0,1.0,4.0,5.0,7.0,6.0,6.0,4.0,6.0,7.0,8.0,4.0,4.0,4.0,Female,lower_educated,5.0
962,17430.0,43.0,5.0,1.0,1.0,4.0,6.0,7.0,5.0,4.0,4.0,6.0,4.0,6.0,4.0,7.0,7.0,Female,lower_educated,4.25
963,17431.0,28.0,10.0,4.0,1.0,4.0,7.0,7.0,5.0,5.0,3.0,2.0,6.0,7.0,4.0,6.0,4.0,Male,mid_educated,4.25
964,17432.0,27.0,14.0,1.0,1.0,7.0,8.0,9.0,4.0,6.0,9.0,10.0,7.0,6.0,7.0,7.0,6.0,Male,highly_educated,6.5
965,17433.0,21.0,7.0,2.0,1.0,8.0,9.0,9.0,7.0,7.0,9.0,9.0,7.0,8.0,6.0,6.0,7.0,Male,mid_educated,7.75
966,17434.0,34.0,14.0,1.0,1.0,7.0,9.0,9.0,6.0,7.0,4.0,8.0,8.0,8.0,4.0,9.0,4.0,Male,highly_educated,6.0
967,17435.0,39.0,17.0,8.0,1.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,8.0,4.0,8.0,5.0,Female,highly_educated,6.0
968,17436.0,69.0,9.0,6.0,1.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,Female,mid_educated,6.5
969,17437.0,65.0,9.0,1.0,1.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,Female,mid_educated,6.0
970,17438.0,60.0,16.0,1.0,1.0,6.0,8.0,9.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,9.0,8.0,Male,highly_educated,6.0
971,17439.0,32.0,14.0,8.0,1.0,4.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,7.0,2.0,7.0,2.0,Female,highly_educated,5.25
972,17440.0,24.0,15.0,1.0,3.0,5.0,8.0,8.0,5.0,5.0,7.0,6.0,7.0,9.0,5.0,7.0,4.0,Male,highly_educated,5.5
973,17441.0,36.0,10.0,1.0,1.0,8.0,10.0,9.0,5.0,3.0,6.0,8.0,2.0,7.0,3.0,0.0,0.0,Male,mid_educated,5.5
974,17442.0,56.0,10.0,5.0,1.0,5.0,7.0,6.0,3.0,5.0,5.0,7.0,4.0,6.0,6.0,7.0,5.0,Male,mid_educated,4.5
975,17443.0,51.0,10.0,1.0,1.0,7.0,5.0,8.0,5.0,5.0,5.0,6.0,8.0,8.0,3.0,6.0,4.0,Male,mid_educated,5.5
976,17444.0,49.0,16.0,1.0,1.0,6.0,7.0,8.0,4.0,5.0,4.6,5.8,7.0,8.0,5.0,9.0,6.0,Male,highly_educated,4.9
977,17445.0,26.0,10.0,1.0,1.0,7.0,8.0,9.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,0.0,0.0,Male,mid_educated,7.0
978,17446.0,40.0,9.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.6,6.8,6.0,5.0,7.0,3.0,3.0,Male,mid_educated,4.9
979,17447.0,37.0,14.0,1.0,1.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,5.0,5.0,Male,highly_educated,7.25
980,17448.0,52.0,16.0,1.0,1.0,8.0,8.0,9.0,7.0,8.0,6.0,7.0,4.0,7.0,4.0,9.0,7.0,Male,highly_educated,7.25
981,17449.0,53.0,13.0,1.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,Male,highly_educated,2.5
982,17450.0,57.0,14.0,1.0,1.0,7.0,8.0,7.0,4.0,4.0,4.0,6.0,5.0,8.0,8.0,9.0,7.0,Male,highly_educated,4.75
983,17451.0,63.0,3.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,8.0,3.0,Female,lower_educated,0.25
984,17452.0,24.0,10.0,1.0,1.0,7.0,7.0,8.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,6.0,8.0,Female,mid_educated,5.5
985,17453.0,46.0,5.0,1.0,1.0,4.0,4.0,6.0,5.0,5.0,4.0,7.0,5.0,7.0,4.0,7.0,7.0,Male,lower_educated,4.5
986,17454.0,68.0,3.0,6.0,1.0,6.0,3.0,7.0,4.0,6.0,3.0,5.0,4.0,5.0,4.0,9.0,7.0,Male,lower_educated,4.75
987,17455.0,57.0,10.0,8.0,1.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,8.0,7.0,Female,mid_educated,6.5
988,17456.0,31.0,10.0,1.0,1.0,5.0,7.0,5.0,1.0,1.0,5.0,3.0,10.0,7.0,3.0,0.0,3.0,Male,mid_educated,3.0
989,17457.0,19.0,4.0,1.0,3.0,7.0,9.0,9.0,6.0,6.0,7.0,7.2,8.0,8.0,6.0,8.0,8.0,Male,lower_educated,6.5
990,17458.0,67.0,16.0,6.0,1.0,6.0,8.0,8.0,6.0,6.0,5.0,6.0,10.0,9.0,7.0,6.0,7.0,Male,highly_educated,5.75
991,17459.0,19.0,10.0,1.0,3.0,8.0,9.0,10.0,7.0,8.0,5.0,6.0,8.0,6.0,8.0,8.0,4.0,Male,mid_educated,7.0
992,17460.0,54.0,3.0,1.0,1.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,7.0,4.0,8.0,7.0,Female,lower_educated,5.5
993,17461.0,81.0,4.0,6.0,1.0,7.0,9.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,5.0,8.0,7.0,Female,lower_educated,6.75
994,17462.0,63.0,16.0,1.0,1.0,6.0,7.0,8.0,5.0,6.0,4.0,5.0,7.0,8.0,6.0,7.0,5.0,Male,highly_educated,5.25
995,17463.0,61.0,6.0,1.0,1.0,7.0,8.0,8.0,7.0,6.0,6.0,8.0,5.0,7.0,8.0,7.0,7.0,Male,mid_educated,6.5
996,17464.0,62.0,8.0,1.0,1.0,4.0,8.0,8.0,5.0,4.0,5.0,6.0,3.0,5.0,7.0,9.0,7.0,Male,mid_educated,4.5
997,17465.0,42.0,14.0,1.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,6.0,8.0,6.0,Male,highly_educated,7.75
998,17466.0,59.0,12.0,1.0,1.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,4.0,7.0,7.0,7.0,6.0,Male,highly_educated,6.75
999,17467.0,73.0,4.0,6.0,1.0,4.0,5.0,7.0,5.0,6.0,2.0,6.0,7.0,8.0,5.0,8.0,6.0,Male,lower_educated,4.25
1000,17468.0,72.0,3.0,6.0,1.0,3.0,4.0,7.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,7.0,6.0,Female,lower_educated,4.75
1001,17469.0,75.0,14.0,6.0,1.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,6.0,7.0,6.0,Female,highly_educated,6.75
1002,17470.0,42.0,17.0,1.0,1.0,7.0,9.0,8.0,7.0,7.0,7.0,6.0,8.0,8.0,7.0,6.0,6.0,Female,highly_educated,7.0
1003,17471.0,38.0,16.0,1.0,1.0,6.0,7.0,3.0,2.0,2.0,3.0,4.0,9.0,7.0,7.0,8.0,8.0,Female,highly_educated,3.25
1004,17472.0,18.0,7.0,2.0,3.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,6.0,5.0,2.0,9.0,3.0,Male,mid_educated,7.5
1005,17473.0,24.0,10.0,2.0,1.0,7.0,9.0,8.0,7.0,7.0,8.0,9.0,7.0,7.0,6.0,8.0,8.0,Female,mid_educated,7.25
1006,17474.0,71.0,14.0,8.0,1.0,6.0,8.0,8.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,Male,highly_educated,5.75
1007,17475.0,23.0,10.0,1.0,2.0,3.0,6.0,7.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,7.0,6.0,Male,mid_educated,4.0
1008,17476.0,74.0,13.0,8.0,1.0,4.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,Female,highly_educated,6.0
1009,17477.0,76.0,10.0,6.0,1.0,5.0,7.0,8.0,0.0,5.0,0.0,6.0,7.0,6.0,8.0,7.0,5.0,Male,mid_educated,2.5
1010,17478.0,67.0,6.0,6.0,1.0,0.0,6.0,7.0,2.0,4.0,2.0,4.0,5.0,7.0,4.0,8.0,5.0,Male,mid_educated,2.0
1011,17479.0,48.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,7.0,7.0,4.0,6.0,0.0,Male,mid_educated,1.75
1012,17480.0,57.0,6.0,1.0,1.0,2.0,7.0,8.0,0.0,1.0,5.0,5.0,8.0,8.0,4.0,7.0,5.0,Female,mid_educated,2.0
1013,17481.0,35.0,10.0,1.0,1.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0,2.0,2.0,Male,mid_educated,5.5
1014,17482.0,17.0,4.0,2.0,3.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,4.0,4.0,Female,lower_educated,6.5
1015,17483.0,19.0,7.0,2.0,3.0,5.0,6.0,6.0,5.0,4.0,6.0,7.0,4.0,5.0,4.0,6.0,4.0,Female,mid_educated,5.0
1016,17484.0,75.0,14.0,6.0,1.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,8.0,6.0,6.0,7.0,Male,highly_educated,5.5
1017,17485.0,23.0,10.0,3.0,1.0,1.0,7.0,7.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,Female,mid_educated,2.5
1018,17486.0,18.0,5.0,2.0,3.0,7.0,9.0,10.0,8.0,6.0,8.0,7.0,8.0,4.0,5.0,9.0,8.0,Male,lower_educated,7.25
1019,17487.0,79.0,10.0,6.0,1.0,4.0,5.0,7.0,4.0,5.0,6.0,6.0,5.0,8.0,5.0,7.0,7.0,Male,mid_educated,4.75
1020,17488.0,23.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,7.0,7.0,Male,lower_educated,1.25
1021,17489.0,29.0,10.0,1.0,1.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,5.0,6.0,7.0,9.0,9.0,Female,mid_educated,7.5
1022,17490.0,33.0,10.0,1.0,1.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0,Female,mid_educated,5.25
1023,17491.0,55.0,17.0,1.0,1.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,Female,highly_educated,6.25
1024,17492.0,60.0,14.0,1.0,1.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,9.0,9.0,7.0,9.0,7.0,Female,highly_educated,6.0
1025,17493.0,38.0,10.0,1.0,1.0,3.0,6.0,7.0,1.0,1.0,1.0,5.0,5.0,7.0,3.0,7.0,2.0,Male,mid_educated,1.5
1026,17494.0,62.0,16.0,1.0,1.0,6.0,5.0,7.0,5.0,7.0,4.0,6.0,9.0,8.0,4.0,8.0,3.0,Male,highly_educated,5.5
1027,17495.0,25.0,15.0,1.0,1.0,5.0,8.0,8.0,3.0,4.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,Female,highly_educated,4.5
1028,17496.0,40.0,10.0,1.0,8.0,4.0,6.0,7.0,5.0,5.0,3.0,5.8,7.0,7.0,6.0,7.0,6.0,Female,mid_educated,4.25
1029,17497.0,57.0,14.0,1.0,1.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,Female,highly_educated,7.0
1030,17498.0,74.0,3.0,6.0,1.0,4.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,Female,lower_educated,4.75
1031,17499.0,58.0,16.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,0.0,5.0,7.0,7.0,5.0,Female,highly_educated,4.25
1032,17500.0,75.0,16.0,6.0,1.0,6.0,8.0,9.0,4.0,6.0,6.0,5.0,8.0,9.0,5.0,7.0,5.0,Male,highly_educated,5.5
1033,17501.0,72.0,6.0,6.0,1.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,4.0,8.0,8.0,Male,mid_educated,6.5
1034,17502.0,37.0,17.0,1.0,1.0,7.0,8.0,7.0,4.0,6.0,8.0,8.0,9.0,8.0,7.0,4.0,7.0,Female,highly_educated,6.25
1035,17503.0,17.0,3.0,2.0,3.0,9.0,8.0,9.0,9.0,7.0,8.0,6.0,8.0,8.0,9.0,6.0,6.0,Female,lower_educated,8.25
1036,17504.0,76.0,3.0,6.0,1.0,5.0,6.0,8.0,6.0,6.0,5.0,6.0,7.0,8.0,8.0,7.0,6.0,Female,lower_educated,5.5
1037,17505.0,16.0,2.0,8.0,3.0,8.0,9.0,9.0,7.0,7.0,9.0,9.0,6.0,7.0,7.0,7.0,5.0,Male,lower_educated,7.75
1038,17506.0,39.0,2.0,1.0,1.0,3.0,6.0,6.0,5.0,5.0,3.0,3.0,6.0,7.0,7.0,5.0,5.0,Male,lower_educated,4.0
1039,17507.0,32.0,14.0,8.0,1.0,7.0,8.0,9.0,6.0,6.0,7.0,7.0,5.0,8.0,5.0,8.0,7.0,Male,highly_educated,6.5
1040,17508.0,22.0,6.0,1.0,1.0,7.0,6.0,7.0,5.0,5.0,8.0,8.0,7.0,6.0,5.0,6.0,7.0,Female,mid_educated,6.25
1041,17509.0,49.0,4.0,1.0,3.0,0.0,6.0,8.0,0.0,5.0,5.0,8.0,5.0,5.0,7.0,8.0,5.0,Female,lower_educated,2.5
1042,17510.0,70.0,3.0,6.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,7.0,6.0,8.0,6.0,Female,lower_educated,4.25
1043,17511.0,76.0,14.0,6.0,1.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,Male,highly_educated,7.5
1044,17512.0,62.0,8.0,1.0,1.0,4.0,6.0,7.0,3.0,4.0,3.0,4.0,6.0,9.0,5.0,8.0,6.0,Female,mid_educated,3.5
1045,17513.0,64.0,4.0,1.0,1.0,8.0,8.0,9.0,8.0,6.0,5.0,8.0,8.0,9.0,3.0,10.0,10.0,Male,lower_educated,6.75
1046,17514.0,49.0,7.0,1.0,2.0,7.0,7.0,7.0,4.0,8.0,3.0,0.0,5.0,5.0,1.0,8.0,6.0,Female,mid_educated,5.5
1047,17515.0,84.0,3.0,6.0,1.0,7.0,10.0,10.0,5.0,5.0,4.6,8.0,3.0,10.0,5.0,6.0,4.0,Female,lower_educated,5.4
1048,17516.0,53.0,9.0,1.0,1.0,7.0,5.0,6.0,1.0,4.0,3.0,7.0,4.0,4.0,4.0,6.0,6.0,Female,mid_educated,3.75
1049,17517.0,43.0,4.0,5.0,2.0,4.0,4.0,9.0,4.0,2.0,4.0,1.0,5.0,5.0,6.0,8.0,6.0,Female,lower_educated,3.5
1050,17518.0,41.0,14.0,1.0,3.0,9.0,10.0,9.0,7.0,7.0,8.0,5.0,7.0,10.0,8.0,9.0,5.8,Female,highly_educated,7.75
1051,17519.0,38.0,16.0,8.0,1.0,6.0,7.0,7.0,4.0,4.0,6.8,8.0,9.0,7.0,6.0,7.0,6.0,Female,highly_educated,5.2
1052,17520.0,37.0,16.0,1.0,1.0,5.0,4.0,6.0,5.0,5.0,7.0,7.0,8.0,7.0,7.0,8.0,5.0,Female,highly_educated,5.5
1053,17521.0,69.0,4.0,8.0,1.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,8.0,7.0,5.0,Female,lower_educated,5.75
1054,17522.0,41.0,14.0,1.0,1.0,6.0,4.0,7.0,4.0,5.0,6.0,4.0,7.0,6.0,7.0,9.0,7.0,Female,highly_educated,5.25
1055,17523.0,18.0,2.0,2.0,2.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,3.0,7.0,4.0,6.0,6.0,Female,lower_educated,6.75
1056,17524.0,61.0,16.0,1.0,1.0,5.0,7.0,8.0,5.0,5.0,6.0,7.0,9.0,9.0,7.0,8.0,7.0,Female,highly_educated,5.25
1057,17525.0,80.0,15.0,6.0,1.0,2.0,5.0,5.0,3.0,0.0,0.0,3.0,3.0,7.0,3.0,0.0,0.0,Male,highly_educated,1.25
1058,17526.0,49.0,16.0,1.0,3.0,5.0,5.0,8.0,2.0,1.0,0.0,0.0,4.0,8.0,6.0,0.0,8.0,Male,highly_educated,2.0
1059,17527.0,53.0,8.0,1.0,2.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,5.0,6.0,Female,mid_educated,6.0
1060,17528.0,52.0,9.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,4.0,5.0,6.0,4.0,4.0,Male,mid_educated,0.5
1061,17529.0,35.0,15.0,1.0,3.0,8.0,7.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,8.0,5.0,Female,highly_educated,6.25
1062,17530.0,46.0,9.0,1.0,2.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,6.0,5.0,4.0,8.0,6.0,Male,mid_educated,3.75
1063,17531.0,58.0,10.0,1.0,1.0,5.0,8.0,10.0,4.0,4.0,4.0,7.0,6.0,8.0,7.0,9.0,6.0,Male,mid_educated,4.25
1064,17532.0,81.0,14.0,6.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,8.0,Female,highly_educated,6.75
1065,17533.0,41.0,9.0,1.0,1.0,4.0,3.0,4.0,0.0,3.0,3.0,4.2,3.0,5.0,3.0,5.0,4.0,Male,mid_educated,2.5
1066,17534.0,77.0,9.0,6.0,1.0,6.0,7.0,6.0,5.0,5.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,Female,mid_educated,6.0
1067,17535.0,81.0,3.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0,7.0,7.0,Male,lower_educated,0.75
1068,17536.0,56.0,10.0,1.0,1.0,5.0,6.4,7.0,6.0,1.0,1.0,4.0,8.0,8.0,6.0,8.0,4.0,Female,mid_educated,3.25
1069,17537.0,66.0,17.0,1.0,1.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,8.0,7.0,7.0,10.0,8.0,Female,highly_educated,6.5
1070,17538.0,64.0,17.0,1.0,1.0,6.0,8.0,8.0,5.0,6.0,6.0,7.0,8.0,8.0,6.0,8.0,6.0,Female,highly_educated,5.75
1071,17539.0,35.0,9.0,1.0,1.0,3.0,4.0,7.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,Female,mid_educated,3.0
1072,17540.0,43.0,14.0,1.0,1.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,5.0,8.0,5.0,8.0,6.0,Male,highly_educated,6.5
