,respondent,age,education,activity_work,voted,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,ppltrst,pplfair,pplhlp,atchctr,atcherp,gender,educational_level,political_trust
744,17212.0,39.0,16.0,1.0,1.0,6.0,8.0,7.0,5.0,5.0,6.0,5.0,8.0,8.0,7.0,8.0,6.0,Female,highly_educated,5.5
745,17213.0,50.0,11.0,1.0,1.0,8.0,8.0,8.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,6.0,10.0,Female,mid_educated,7.25
746,17214.0,47.0,17.0,1.0,1.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,Male,highly_educated,7.75
747,17215.0,75.0,13.0,6.0,1.0,4.0,6.0,7.0,4.0,5.0,5.0,5.0,7.0,8.0,8.0,7.0,6.0,Male,highly_educated,4.5
748,17216.0,51.0,17.0,1.0,1.0,5.0,9.0,9.0,2.0,6.0,7.2,6.6,9.0,9.0,4.0,7.0,7.0,Male,highly_educated,5.05
749,17217.0,30.0,10.0,8.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,4.0,5.0,0.0,7.0,7.0,Female,mid_educated,6.75
750,17218.0,83.0,7.0,6.0,1.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,8.0,10.0,8.0,10.0,10.0,Male,mid_educated,5.5
751,17219.0,74.0,5.0,6.0,1.0,5.0,6.0,9.0,3.0,3.0,3.0,8.0,0.0,8.0,6.0,10.0,8.0,Male,lower_educated,3.5
752,17220.0,85.0,2.0,6.0,2.0,6.0,6.0,8.0,6.0,6.0,8.0,6.0,7.0,5.0,6.0,8.0,8.0,Female,lower_educated,6.5
753,17221.0,33.0,10.0,1.0,2.0,0.0,3.0,8.0,4.0,5.0,6.0,6.0,4.0,8.0,9.0,3.0,6.0,Male,mid_educated,3.75
754,17222.0,24.0,7.0,1.0,1.0,6.0,5.0,8.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,2.0,1.0,Female,mid_educated,5.25
755,17223.0,52.0,16.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,Male,highly_educated,8.0
756,17224.0,55.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,5.0,5.0,Female,lower_educated,0.25
757,17225.0,34.0,17.0,8.0,1.0,8.0,9.0,9.0,4.0,5.0,5.0,6.0,5.0,7.0,7.0,8.0,6.0,Female,highly_educated,5.5
758,17226.0,49.0,14.0,1.0,3.0,6.0,5.0,4.0,4.0,7.0,3.0,4.0,7.0,8.0,7.0,4.0,3.0,Female,highly_educated,5.0
759,17227.0,38.0,16.0,1.0,1.0,4.0,7.0,8.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,8.0,5.0,Female,highly_educated,4.75
760,17228.0,34.0,17.0,1.0,1.0,7.0,8.0,8.0,6.0,6.0,5.0,6.0,8.0,7.0,6.0,7.0,3.0,Male,highly_educated,6.0
761,17229.0,77.0,18.0,6.0,1.0,5.0,7.0,7.0,4.0,4.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,Female,highly_educated,4.75
762,17230.0,44.0,1.0,3.0,1.0,8.0,8.0,9.0,7.0,7.0,5.0,5.0,8.0,5.0,5.0,7.0,7.0,Female,lower_educated,6.75
763,17231.0,85.0,3.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,Female,lower_educated,6.0
764,17232.0,37.0,17.0,1.0,1.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,Male,highly_educated,7.0
765,17233.0,49.0,10.0,1.0,1.0,6.0,6.0,8.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,10.0,7.0,Male,mid_educated,5.75
766,17234.0,33.0,17.0,1.0,1.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,Female,highly_educated,7.0
767,17235.0,60.0,16.0,8.0,1.0,7.0,5.0,6.0,5.0,5.0,7.0,5.0,8.0,7.0,6.0,9.0,8.0,Male,highly_educated,6.0
768,17236.0,51.0,13.0,1.0,1.0,6.0,9.0,8.0,3.0,4.0,4.0,6.0,5.0,6.0,4.0,8.0,4.0,Male,highly_educated,4.25
769,17237.0,32.0,16.0,1.0,1.0,4.0,6.0,8.0,3.0,3.0,4.0,6.0,7.0,8.0,5.0,9.0,1.0,Male,highly_educated,3.5
770,17238.0,19.0,4.0,2.0,1.0,3.0,6.0,7.0,5.0,5.0,5.0,5.4,7.0,0.0,6.0,8.0,3.0,Male,lower_educated,4.5
771,17239.0,40.0,16.0,1.0,1.0,5.0,8.0,7.0,4.0,4.0,6.0,6.0,5.0,6.0,4.0,3.0,7.0,Male,highly_educated,4.75
772,17240.0,48.0,16.0,1.0,1.0,7.0,7.0,8.0,6.0,3.0,2.0,4.0,5.0,6.0,4.0,9.0,4.0,Male,highly_educated,4.5
773,17241.0,65.0,7.0,1.0,3.0,5.0,7.0,8.0,6.0,5.0,4.0,4.0,7.0,5.0,8.0,6.0,7.0,Male,mid_educated,5.0
774,17242.0,20.0,10.0,1.0,3.0,7.0,3.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,2.0,0.0,Female,mid_educated,6.5
775,17243.0,63.0,13.0,3.0,1.0,5.0,8.0,8.0,6.0,6.0,7.0,8.0,4.0,5.0,4.0,10.0,8.0,Female,highly_educated,6.0
776,17244.0,63.0,4.0,8.0,1.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,8.0,7.0,Female,lower_educated,5.0
777,17245.0,70.0,2.0,6.0,1.0,4.0,4.0,6.0,4.0,4.0,4.0,5.6,5.0,6.0,7.0,6.0,5.0,Female,lower_educated,4.0
778,17246.0,36.0,17.0,8.0,1.0,3.0,6.0,7.0,2.0,2.0,3.0,5.0,7.0,8.0,4.0,5.0,5.0,Female,highly_educated,2.5
779,17247.0,38.0,17.0,1.0,1.0,1.0,5.0,7.0,2.0,2.0,0.0,5.6,2.0,5.0,5.0,10.0,8.0,Female,highly_educated,1.25
780,17248.0,20.0,7.0,1.0,1.0,3.0,6.0,8.0,3.0,3.0,5.0,8.0,6.0,7.0,4.0,7.0,7.0,Male,mid_educated,3.5
781,17249.0,73.0,4.0,6.0,1.0,5.0,7.0,8.0,6.0,5.0,6.0,7.0,6.0,4.0,6.0,3.0,5.0,Female,lower_educated,5.5
782,17250.0,69.0,3.0,6.0,1.0,0.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,3.0,3.0,6.0,6.0,Female,lower_educated,2.25
783,17251.0,63.0,16.0,1.0,1.0,6.0,8.0,7.0,5.0,5.0,6.0,7.0,6.0,8.0,7.0,8.0,6.0,Male,highly_educated,5.5
784,17252.0,34.0,9.0,1.0,2.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,Male,mid_educated,5.25
785,17253.0,70.0,7.6,6.0,1.0,3.0,4.0,9.0,2.0,4.0,6.0,7.0,8.0,5.0,8.0,10.0,8.0,Male,,3.75
786,17254.0,16.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,5.0,7.0,8.0,6.0,5.0,Female,lower_educated,3.75
787,17255.0,42.0,13.0,1.0,1.0,7.0,8.0,8.0,5.0,5.0,6.0,8.0,6.0,7.0,4.0,9.0,9.0,Female,highly_educated,5.75
788,17256.0,61.0,10.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,6.0,3.0,4.0,3.0,6.0,3.0,Male,mid_educated,2.5
789,17257.0,63.0,14.0,1.0,1.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,9.0,8.0,7.0,8.0,6.0,Female,highly_educated,7.5
790,17258.0,20.0,6.0,1.0,3.0,4.0,7.0,7.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,4.0,3.0,Female,mid_educated,4.25
791,17259.0,66.0,13.0,1.0,1.0,6.0,7.0,6.0,6.0,6.0,7.0,7.2,8.0,8.0,7.0,8.0,8.0,Female,highly_educated,6.25
792,17260.0,18.0,6.0,2.0,3.0,5.0,9.0,7.0,3.0,4.0,5.0,6.0,4.0,8.0,5.0,4.0,4.0,Male,mid_educated,4.25
793,17261.0,61.0,4.0,1.0,1.0,2.0,8.0,5.0,1.0,6.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,Male,lower_educated,2.75
794,17262.0,63.0,11.0,1.0,1.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,8.0,6.0,Female,mid_educated,6.75
795,17263.0,23.0,10.0,1.0,8.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,Female,mid_educated,4.25
796,17264.0,25.0,6.0,8.0,1.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,8.0,8.0,Female,mid_educated,5.5
797,17265.0,54.0,6.0,1.0,1.0,7.0,8.0,9.0,7.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,Female,mid_educated,7.25
798,17266.0,35.0,10.0,1.0,2.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,3.0,4.0,5.0,6.0,6.0,Male,mid_educated,6.25
799,17267.0,56.0,10.0,1.0,1.0,6.0,8.0,8.0,4.0,6.0,7.0,7.0,7.0,5.0,7.0,5.0,3.0,Male,mid_educated,5.75
800,17268.0,26.0,7.0,2.0,1.0,8.0,9.0,6.0,5.0,5.0,8.0,4.0,8.0,7.0,5.0,5.0,8.0,Male,mid_educated,6.5
801,17269.0,53.0,3.0,1.0,2.0,5.0,5.0,7.0,5.0,4.0,4.0,4.0,6.0,5.0,6.0,6.0,5.0,Male,lower_educated,4.5
802,17270.0,28.0,10.0,1.0,2.0,7.0,7.0,8.0,6.0,4.0,5.0,7.0,6.0,5.0,7.0,9.0,9.0,Male,mid_educated,5.5
803,17271.0,49.0,10.0,1.0,1.0,5.0,7.0,3.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,Female,mid_educated,5.0
804,17272.0,82.0,2.0,6.0,2.0,6.0,7.0,8.0,5.0,5.0,3.0,3.0,7.0,8.0,9.0,8.0,3.0,Female,lower_educated,4.75
805,17273.0,56.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,5.6,3.0,5.0,4.0,9.0,0.0,Female,lower_educated,2.75
806,17274.0,60.0,4.0,8.0,1.0,7.0,7.0,5.0,5.0,5.0,6.0,8.0,7.0,3.0,5.0,8.0,7.0,Female,lower_educated,5.75
807,17275.0,44.0,9.0,8.0,1.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,8.0,7.0,Female,mid_educated,6.25
808,17276.0,75.0,3.0,6.0,1.0,4.0,8.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,Male,lower_educated,5.25
809,17277.0,19.0,7.0,2.0,3.0,4.0,5.0,7.0,3.0,4.0,4.0,6.0,6.0,5.0,4.0,2.0,3.0,Male,mid_educated,3.75
810,17278.0,55.0,10.0,8.0,1.0,6.0,8.0,8.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,Female,mid_educated,5.5
811,17279.0,41.0,3.0,1.0,1.0,6.0,7.0,8.0,6.0,4.0,6.0,7.0,8.0,8.0,3.0,9.0,8.0,Male,lower_educated,5.5
812,17280.0,20.0,10.0,2.0,2.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,9.0,7.0,5.0,7.0,7.0,Male,mid_educated,6.25
813,17281.0,40.0,18.0,1.0,1.0,8.0,9.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,9.0,8.0,Male,highly_educated,7.0
814,17282.0,16.0,2.0,2.0,3.0,8.0,9.0,8.0,7.0,5.0,8.0,8.0,7.0,6.0,8.0,7.0,7.0,Male,lower_educated,7.0
815,17283.0,79.0,14.0,6.0,1.0,5.0,8.0,7.0,5.0,5.0,3.0,4.0,10.0,8.0,10.0,7.0,7.0,Female,highly_educated,4.5
816,17284.0,31.0,16.0,1.0,1.0,7.0,7.0,8.0,7.0,5.0,9.0,4.0,7.0,7.0,6.0,7.0,8.0,Male,highly_educated,7.0
817,17285.0,16.0,2.0,2.0,3.0,7.0,8.0,8.0,7.0,7.0,8.0,6.2,6.0,6.0,4.0,4.0,4.0,Male,lower_educated,7.25
818,17286.0,70.0,4.0,6.0,1.0,2.0,6.0,7.0,0.0,3.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,Female,lower_educated,3.0
819,17287.0,50.0,9.0,1.0,2.0,6.0,8.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,8.0,Female,mid_educated,7.5
820,17288.0,75.0,9.0,6.0,1.0,6.0,6.0,7.0,4.0,7.0,2.0,6.0,8.0,7.0,5.0,8.0,8.0,Male,mid_educated,4.75
821,17289.0,24.0,16.0,1.0,1.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,3.0,1.0,1.0,Female,highly_educated,6.0
822,17290.0,41.0,9.0,8.0,3.0,8.0,8.0,9.0,8.0,7.0,6.0,4.0,7.0,3.0,7.0,10.0,10.0,Female,mid_educated,7.25
823,17291.0,30.0,10.0,8.0,1.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,3.0,8.0,4.0,8.0,7.0,Female,mid_educated,6.25
824,17292.0,57.0,8.0,1.0,1.0,6.0,6.0,7.0,5.0,6.0,4.0,7.0,6.0,6.0,7.0,7.0,5.0,Male,mid_educated,5.25
825,17293.0,65.0,10.0,6.0,1.0,7.0,6.0,7.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,9.0,9.0,Female,mid_educated,6.0
826,17294.0,62.0,9.0,1.0,1.0,7.0,8.0,7.0,7.0,7.0,4.0,6.0,6.0,7.0,7.0,9.0,5.0,Female,mid_educated,6.25
827,17295.0,16.0,2.0,2.0,3.0,4.0,7.0,8.0,3.0,4.0,5.0,5.0,8.0,9.0,8.0,6.0,5.0,Male,lower_educated,4.0
828,17296.0,38.0,16.0,1.0,1.0,4.0,6.0,7.0,4.0,4.0,5.0,6.0,7.0,7.0,6.0,7.0,5.0,Female,highly_educated,4.25
829,17297.0,52.0,3.0,1.0,2.0,3.0,7.0,7.0,2.0,2.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,Male,lower_educated,2.5
830,17298.0,69.0,3.0,1.0,1.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,2.0,7.0,5.0,7.0,7.0,Male,lower_educated,6.5
831,17299.0,71.0,2.0,6.0,3.0,1.0,7.0,5.0,5.0,1.0,1.0,1.0,8.0,5.0,6.0,6.0,6.0,Female,lower_educated,2.0
832,17300.0,65.0,6.0,6.0,1.0,7.0,4.0,8.0,6.0,5.0,7.0,5.0,5.0,7.0,4.0,7.0,6.0,Female,mid_educated,6.25
833,17301.0,58.0,17.0,1.0,1.0,6.0,8.0,8.0,5.0,5.0,8.0,8.0,6.0,7.0,8.0,9.0,9.0,Female,highly_educated,6.0
834,17302.0,46.0,4.0,1.0,1.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,Female,lower_educated,6.5
835,17303.0,29.0,11.4,1.0,1.0,4.0,5.0,9.0,5.0,5.0,7.0,6.6,5.0,9.0,7.0,10.0,5.0,Male,,5.25
836,17304.0,47.0,16.0,8.0,1.0,5.0,7.0,8.0,5.0,5.0,5.0,6.0,9.0,9.0,8.0,8.0,8.0,Female,highly_educated,5.0
837,17305.0,76.0,13.0,6.0,1.0,6.0,6.0,7.0,6.4,7.0,7.0,6.0,6.0,8.0,5.0,9.0,8.0,Male,highly_educated,6.6
838,17306.0,62.0,10.0,2.0,1.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,7.0,6.0,8.0,6.0,4.0,Male,mid_educated,5.75
839,17307.0,25.0,15.0,1.0,1.0,4.0,9.0,7.0,7.0,6.0,7.0,8.0,8.0,8.0,5.0,5.0,3.0,Male,highly_educated,6.0
840,17308.0,46.0,10.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,5.0,Female,mid_educated,4.5
841,17309.0,82.0,17.0,6.0,1.0,7.0,8.0,8.0,7.0,7.0,5.2,5.6,8.0,9.0,7.0,8.0,6.0,Male,highly_educated,6.55
842,17310.0,51.0,14.0,1.0,1.0,7.0,9.0,8.0,5.0,4.0,8.0,7.0,8.0,8.0,6.0,9.0,8.0,Male,highly_educated,6.0
843,17311.0,40.0,14.0,1.0,1.0,3.0,6.0,6.0,5.0,2.0,5.2,7.0,7.0,8.0,4.0,8.0,5.0,Female,highly_educated,3.8
844,17312.0,18.0,1.0,2.0,3.0,7.0,8.0,7.0,8.0,7.0,8.0,6.4,8.0,8.0,6.0,4.0,6.0,Male,lower_educated,7.5
845,17313.0,64.0,3.0,1.0,1.0,5.0,6.0,5.0,5.0,6.0,4.0,7.0,5.0,5.0,6.0,8.0,5.0,Male,lower_educated,5.0
846,17314.0,59.0,17.0,1.0,1.0,9.0,7.0,10.0,9.0,6.0,9.0,6.0,7.0,8.0,8.0,3.0,8.0,Male,highly_educated,8.25
847,17315.0,50.0,16.0,9.0,2.0,7.0,7.0,8.0,10.0,9.0,9.0,8.0,7.0,9.0,8.0,8.0,9.0,Male,,8.75
848,17316.0,42.0,13.0,1.0,1.0,5.0,7.0,7.0,5.0,7.0,5.0,4.0,6.0,6.0,4.0,7.0,3.0,Female,highly_educated,5.5
849,17317.0,60.0,16.0,1.0,1.0,5.0,7.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,10.0,6.0,Female,highly_educated,5.5
850,17318.0,66.0,4.0,8.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,Male,lower_educated,0.0
851,17319.0,39.0,16.0,1.0,1.0,3.0,7.0,7.0,2.0,2.0,4.0,5.0,6.0,6.0,4.0,9.0,5.0,Male,highly_educated,2.75
852,17320.0,73.0,9.0,6.0,1.0,6.0,7.0,8.0,6.0,6.0,5.0,7.0,8.0,7.0,4.0,8.0,6.0,Female,mid_educated,5.75
853,17321.0,23.0,10.0,1.0,1.0,4.0,2.0,8.0,0.0,0.0,3.0,3.0,7.0,7.0,4.0,10.0,7.0,Female,mid_educated,1.75
854,17322.0,60.0,16.0,5.0,1.0,3.0,7.0,8.0,3.0,3.0,2.0,9.0,7.0,7.0,2.0,9.0,7.0,Male,highly_educated,2.75
855,17323.0,75.0,5.0,6.0,1.0,2.0,4.0,7.0,2.0,3.0,3.0,5.0,4.0,6.0,5.0,8.0,5.0,Male,lower_educated,2.5
856,17324.0,69.0,3.0,6.0,1.0,4.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,Male,lower_educated,5.25
857,17325.0,43.0,17.0,1.0,1.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,5.0,Female,highly_educated,7.25
858,17326.0,74.0,3.0,8.0,1.0,4.0,4.0,8.0,5.0,5.0,5.0,5.0,1.0,8.0,2.0,5.0,5.0,Female,lower_educated,4.75
859,17327.0,58.0,16.0,1.0,1.0,5.0,6.0,7.0,4.0,3.0,3.0,5.0,3.0,4.0,7.0,5.0,2.0,Male,highly_educated,3.75
860,17328.0,74.0,14.0,6.0,1.0,7.0,9.0,9.0,7.0,7.0,6.0,5.0,7.0,7.0,8.0,9.0,7.0,Male,highly_educated,6.75
861,17329.0,47.0,15.0,1.0,1.0,5.0,6.0,9.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,5.0,Female,highly_educated,5.75
862,17330.0,67.0,5.2,6.4,2.0,3.0,8.0,8.0,4.0,4.0,0.0,5.0,7.0,8.0,5.0,7.0,5.6,Female,,2.75
863,17331.0,68.0,2.0,6.0,1.0,9.0,6.0,7.0,4.6,5.0,3.8,5.4,1.0,6.0,2.0,3.0,0.0,Male,lower_educated,5.6000000000000005
864,17332.0,69.0,3.0,6.0,1.0,3.0,5.0,8.0,4.0,5.0,5.0,7.0,5.0,5.0,8.0,7.0,5.0,Male,lower_educated,4.25
865,17333.0,57.0,17.0,1.0,1.0,4.0,7.0,9.0,3.0,4.0,5.0,6.0,8.0,7.0,7.0,8.0,8.0,Male,highly_educated,4.0
866,17334.0,89.0,14.0,6.0,1.0,4.0,8.0,8.0,7.0,3.0,5.0,7.0,8.0,6.0,7.0,10.0,9.0,Male,highly_educated,4.75
867,17335.0,46.0,16.0,1.0,1.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,9.0,7.0,Male,highly_educated,7.0
868,17336.0,18.0,4.0,2.0,3.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,7.0,7.0,Male,lower_educated,9.0
869,17337.0,49.0,16.0,1.0,1.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,Female,highly_educated,6.25
870,17338.0,18.0,9.0,1.0,3.0,5.0,5.0,7.0,5.2,5.0,6.4,6.6,5.0,6.0,7.0,6.0,6.0,Male,mid_educated,5.4
871,17339.0,68.0,4.0,8.0,1.0,3.0,7.0,7.0,5.0,5.0,3.0,3.0,3.0,5.0,7.0,8.0,8.0,Female,lower_educated,4.0
872,17340.0,62.0,8.0,1.0,2.0,4.0,5.0,6.0,5.0,10.0,4.0,5.4,6.0,8.0,8.0,6.0,0.0,Male,mid_educated,5.75
873,17341.0,52.0,16.0,1.0,1.0,8.0,9.0,8.0,7.0,7.0,8.0,7.0,2.0,3.0,3.0,3.0,7.0,Female,highly_educated,7.5
874,17342.0,25.0,17.0,2.0,1.0,3.0,7.0,8.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,Male,highly_educated,3.5
875,17343.0,59.0,17.0,1.0,1.0,4.0,1.0,8.0,2.0,3.0,3.0,7.0,9.0,8.0,6.0,8.0,7.0,Female,highly_educated,3.0
876,17344.0,41.0,17.0,8.0,1.0,6.0,7.0,6.0,7.0,7.0,7.0,7.8,8.0,7.0,8.0,7.0,6.0,Female,highly_educated,6.75
877,17345.0,19.0,4.0,1.0,1.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,Female,lower_educated,7.0
878,17346.0,42.0,5.0,5.0,2.0,5.0,3.0,1.0,1.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,8.0,Female,lower_educated,3.75
879,17347.0,61.0,10.0,1.0,1.0,4.0,8.0,10.0,3.0,5.0,7.0,7.0,8.0,8.0,3.0,3.0,3.0,Female,mid_educated,4.75
880,17348.0,50.0,17.0,1.0,1.0,7.0,6.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,10.0,10.0,Male,highly_educated,7.75
881,17349.0,55.0,10.0,1.0,1.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,Female,mid_educated,5.0
882,17350.0,48.0,3.0,1.0,1.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,Male,lower_educated,6.25
883,17351.0,38.0,3.0,1.0,2.0,5.0,6.0,7.0,3.0,4.0,3.0,6.8,8.0,6.0,6.0,6.0,6.0,Male,lower_educated,3.75
884,17352.0,66.0,9.0,8.0,1.0,5.0,7.0,8.0,6.0,8.0,5.0,5.0,8.0,8.0,8.0,9.0,9.0,Female,mid_educated,6.0
885,17353.0,39.0,14.0,1.0,1.0,8.0,9.0,9.0,6.0,6.0,8.0,10.0,8.0,8.0,7.0,9.0,4.0,Female,highly_educated,7.0
886,17354.0,62.0,3.0,5.0,1.0,6.0,7.0,8.0,6.0,7.0,7.0,8.0,5.0,8.0,9.0,7.0,6.0,Female,lower_educated,6.5
887,17355.0,64.0,4.0,1.0,1.0,3.0,7.0,5.0,4.0,3.0,4.0,6.0,5.0,5.0,6.0,8.0,7.0,Female,lower_educated,3.5
888,17356.0,40.0,16.0,1.0,1.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,3.0,3.0,7.0,7.0,Male,highly_educated,7.25
889,17357.0,42.0,4.0,4.0,1.0,7.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,7.0,7.0,5.0,3.0,Male,lower_educated,5.25
890,17358.0,69.0,3.0,6.0,1.0,5.0,7.0,8.0,3.0,3.0,0.0,5.0,7.0,6.0,7.0,7.0,3.0,Female,lower_educated,2.75
891,17359.0,59.0,10.0,5.0,1.0,4.0,7.0,7.0,3.0,4.0,6.0,7.0,6.0,7.0,7.0,8.0,5.0,Female,mid_educated,4.25
892,17360.0,18.0,6.0,2.0,3.0,7.0,8.0,9.0,7.0,6.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,Female,mid_educated,7.0
893,17361.0,86.0,2.0,6.0,1.0,0.0,6.6,6.6,0.0,0.0,0.0,2.0,8.0,8.0,4.0,8.0,6.0,Male,lower_educated,0.0
894,17362.0,64.0,14.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,7.0,8.0,8.0,Female,highly_educated,8.0
895,17363.0,23.0,10.0,1.0,1.0,7.0,6.0,9.0,5.0,3.0,8.0,7.0,5.0,7.0,8.0,8.0,6.0,Male,mid_educated,5.75
896,17364.0,52.0,16.0,1.0,1.0,8.0,9.0,9.0,7.0,7.0,6.0,8.0,1.0,5.0,3.0,2.0,1.0,Male,highly_educated,7.0
897,17365.0,42.0,5.0,8.0,2.0,3.0,7.0,8.0,5.0,7.0,7.0,8.0,5.0,8.0,8.0,8.0,5.0,Female,lower_educated,5.5
898,17366.0,53.0,16.0,1.0,1.0,7.0,8.0,6.0,6.0,4.0,6.0,5.0,8.0,8.0,3.0,3.0,5.0,Male,highly_educated,5.75
899,17367.0,62.0,3.0,1.0,1.0,5.0,5.0,8.0,6.0,6.0,6.0,6.0,3.0,5.0,7.0,7.0,5.0,Female,lower_educated,5.75
900,17368.0,56.0,1.0,5.0,2.0,3.0,7.0,5.0,5.0,5.0,5.4,6.2,6.0,6.0,6.0,3.0,0.0,Male,lower_educated,4.6
901,17369.0,53.0,10.0,1.0,1.0,5.0,8.0,8.0,5.0,4.0,2.0,5.0,7.0,7.0,4.0,6.0,3.0,Male,mid_educated,4.0
902,17370.0,30.0,17.0,3.0,1.0,6.0,7.0,8.0,4.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,3.0,Male,highly_educated,5.25
903,17371.0,77.0,16.0,6.0,1.0,5.0,8.0,6.0,6.0,5.0,4.0,2.0,7.0,8.0,7.0,8.0,7.0,Male,highly_educated,5.0
904,17372.0,55.0,14.0,1.0,1.0,6.0,8.0,9.0,5.0,5.0,4.0,7.0,7.0,8.0,6.0,9.0,9.0,Male,highly_educated,5.0
905,17373.0,16.0,4.0,1.0,3.0,6.4,6.8,8.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,Male,lower_educated,5.1
906,17374.0,17.0,6.0,2.0,3.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,5.0,7.0,7.0,Male,mid_educated,7.5
907,17375.0,25.0,10.0,1.0,1.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,6.0,7.0,Female,mid_educated,6.25
908,17376.0,76.0,14.0,6.0,1.0,5.0,5.0,7.0,6.0,5.0,6.0,7.0,7.0,8.0,9.0,7.0,5.0,Male,highly_educated,5.5
